name,latitude,longitude,rating,user_ratings_total,address,type,drive_thru,good_review_summary,bad_review_summary,lat,lon,google_good_review_summary,google_bad_review_summary
Starbucks,,,4.2,1170.0,"9406 Atlantic Blvd, Jacksonville",big_brand,False,,,30.3191883,-81.553302,"I swear every time I go in and she sees me, this lady knows exactly what I want. Prices are too high now, and some of the newer locations are kind of bare bones compared to the past. But I consistently receive the exact same taste I order, so a win overall.",The new policy of having to buy something to get water at Starbucks is shocking to me. I will never come to this location ever again outside of being sick. I used to spending upwards of $400 a month here time to start buying my Starbucks from the grocery store and using my French press.
Starbucks,,,4.3,1299.0,"4804 E Deer Lake Dr, Jacksonville",big_brand,False,,,30.2603199,-81.5543008,This is my first time at this location & it is so beautiful. Tons of outside sitting and inside. Great location near a hotel so expect it to be a little busy.,"I recently applied to work at a Starbucks and was told by a friend that its best if I give them a call just to have them be aware of my application due to many companies not actively checking the website. I called today and was calmly informing the barista that picked up the phone, she then suddenly cut me off mid sentence and told me “You really shouldnt call about something like this on a Saturday at 5pm. Call on a Monday.” verbatim"
Starbucks,,,4.3,992.0,"7153 Philips Hwy, Jacksonville",big_brand,False,,,30.2431205,-81.59874599999999,Iced Matcha Tea Latte made with soy milk. Healthy and tastes so good! Give this location and our favorite drink a try.,"LZ Granderson is a writer who lives in New York City. He says he was shocked when he went to buy a cup of coffee at a coffee shop and was told he couldn't have it unless he paid for it with cash. Granderson: ""I don't want to pay for it, I want it free"""
Starbucks,,,4.3,804.0,"1650 Margaret St, Jacksonville",big_brand,False,,,30.311431,-81.68089499999999,This location is perfect. The baristas always serve smiles and delicious drinks. The area is right next to the Memorial Park where you can stroll around after buying yourself a treat.,"A psychiatric nurse practitioner wanted to make Starbucks Traveler Dark Roast apart of my meeting I facilitated for my team. When I went to pick it up it was being processed by a young man named Will. He demonstrated an inexperience for presentation when handing off a product. His attitude displayed irritation and he spoke to a lady right in front of me named Trish who said nothing, but shared in the irritation."
Starbucks,,,3.6,67.0,"3725 Philips Hwy, Jacksonville",big_brand,False,,,30.2877077,-81.6327881,No good reviews available.,The cashier is totally clueless and needs to be retrained! Ordering was like pulling teeth. Ironically she was of Asian descent and had no clue how to put together a Matcha latte. Her coworker saw her struggling and smirked. Why not help her?! This location is trash!
Starbucks,,,3.5,56.0,"800 Prudential Dr, Jacksonville",big_brand,False,,,30.3161538,-81.66411149999999,"I got my order fast, it was made correctly and fresh. I love the convenience of its location. My bagel was pretty good though.","I feel that if you work at a location in a hospital with family going through alot they should be a bit more polite. They are quick, but this location does not accept the barcode on app nor coupons sent to their actual app."
Dunkin',,,3.7,737.0,"7171 Philips Hwy, Jacksonville",big_brand,False,,,30.2422835,-81.59784549999999,Dunkin has some of the best deals in their Mobile APP. Customer service was kind and food came quick. The egg wraps were decent nothing really to complain about.,"The food was good and the wait time was ten minutes. There was not a greeting nor a tone of gratitude during my visit. Based on the service that was given, I will not recommend or visit anytime soon."
Dunkin',,,3.9,913.0,"3430 University Blvd S, Jacksonville",big_brand,False,,,30.2903967,-81.6026137,"I always look forward to coming to coming here because I know I'm going to get great service each and every time. My go-to order is always a Blueberry donut. Although I've had issues with the hot chocolate being too hot, the staff is usually friendly and welcoming.","It was an extra $2 to get extra cream cheese like I originally asked for. If I have to check after people to do my order right, I’ll just eat a bagel at home next time. My wife came here today and had to call me about how some “regulars” (2 old men) had been berating her about how loud our children were that are less than 2 years old. Calling them animals and then calling my wife a tr"
Dunkin',,,3.6,1114.0,"741 Cassat Ave, Jacksonville",big_brand,False,,,30.3143852,-81.7303113,"I go quite often to this dunkin and I can tell you the service is fabulous. I wish I remembered her name but a female from Hawaii who works is so respectful and sweet. If you can identify this woman, she needs a raise or if she’s not already should be in management and raise up employees like herself.",Hash-browns tasted like old grease… the texture was too soggy. Breakfast sandwich was dry. I got their $6 meal and the croissant tasted stale.
Dunkin',,,3.8,579.0,"5555 Roosevelt Blvd, Jacksonville",big_brand,False,,,30.2460679,-81.6966278,"This is absolutely the best Dunkin I have ever been to. It's the only one that I can stop at before work. And them not make me late, they are always fast, very polite and efficient.",The manager Violet yelled at me at the window and cursed at me. The payment had come out of my bank I showed confirmation and she continued to tell me that they didn't have the order. She stated she was the manager and all complaints can go through corporate office.
Dunkin',,,3.8,482.0,"3929 Hendricks Ave, Jacksonville",big_brand,False,,,30.2820665,-81.65060609999999,I LOVE this Dunkin! The people that they have working are AWESOME!!! They SPOIL ME!!! Y’all become a regular and let them spoil you too!!! TO THE WORKERS: Yeah are the BEST!!! Thank you for taking care of me every Monday-Friday @ lunch!,Took over 30 min to order food no one was watching the counter and those who seen the line just straight up ignored us. The drinks were bland and mostly water we had to remind them multiple times about our food.
Dunkin',,,3.6,800.0,"6999 Merrill Rd Ste 1, Jacksonville",big_brand,False,,,30.3523292,-81.5816229,"Service was five star. We enjoyed our pistachio, hot and iced coffee. Would give a higher 5 star but 2 weeks have been out of Ground Beans. Will update if this changes.","This is the closest Dunkin for many of us that live on this side of town. It would be even better for us if there was better, more timely service at this location. The service here is inconsistent. coffee either completely burnt or they ran out of the machine and didn't check."
Dunkin',,,3.5,547.0,"5150 University Blvd W, Jacksonville",big_brand,False,,,30.26748599999999,-81.614795,I feel like this store needs to get it together. I am at Dunkin everyday sometimes twice it's kind of a problem. Never go in its always drive through. If this is the one on University by Phillips gotta becareful.,"The inside is pretty clean. There's lots of space and you can basically see all the workers. Service was slow. The donuts had surprisingly very little frosting on them. For it being newer, I expected better."
Dunkin',,,4.1,450.0,"3631 Blanding Blvd Building 1, Jacksonville",big_brand,False,,,30.2694112,-81.7357172,"The food isn't great but as a dasher the people who run this establishment keep it going! The service is amazing and they are always so friendly, efficient and helpful. They serve my large hot French vanilla 4 creams, 3 sugars add whipped cream coffee well served. 10/10.","Ordered 2 sandwiches, 3 hash browns, 3 donuts and a regular large hot coffee, and a medium frozen coffee- only received the coffees and 2 plain donuts, and got refunded a mere 13$. Not only that but the frozen coffee was melted and the hot coffee was messy. Won't make that mistake agian."
Dunkin',,,2.6,54.0,"3635 Philips Hwy, Jacksonville",big_brand,False,,,30.28875669999999,-81.6343272,Hire more people in this location. This place has not failed. They do need more staff to help out. Those that are there are doing a lot and go on beyond trying to make sure everyone leaves happy.,"When it first opened, the staff was competent, efficient and friendly. Not so much now. I don't know if it has changed management but the staff is poorly trained and unsupervised."
Dunkin',,,3.5,64.0,"6745 Commonwealth Ave, Jacksonville",big_brand,False,,,30.3361756,-81.7582637,"""Love this location above all the other, it’s close to my job and they’re always fast and efficient,"" she said.",This store is the most nastiest store I have ever been to. While in there the managers were on there phone and employees were cussing and goofing off. I had to use the kiosk and repeatedly had to ask for parts of my order. While waiting I seen roaches crawling on the walls from the espresso machine.
Dunkin',,,3.2,35.0,"In Pilot Travel Center, 3515 Zoo Pkwy, Jacksonville",big_brand,False,,,30.4129592,-81.5718141,"Decent selection of snacks, drinks, hot or cold food. Few different options of coffee as well. The ladies behind the counter we kind & sweet, we even carried conversation for a few minutes.","Shane was shocked to encounter an employee openly smoking marijuana on the premises. When he asked for the employee's full name to report the incident properly, he refused to provide the full name, further demonstrating unprofessional conduct."
Dutch Bros Coffee,,,4.5,191.0,"5733 Roosevelt Blvd, Jacksonville",big_brand,False,,,30.2441868,-81.69652959999999,"Samantha was so friendly and helpful, she really went above and beyond to make sure I got exactly what I wanted. She helped me pick out a drink based on my preferences, and it was absolutely delicious! The whole vibe of Dutch Bros is just awesome, and Samantha totally embodies that positive energy.","The lemonade I ordered was fine, but the cranberry and orange muffin top was horrible. If I wanted something that wasn’t fresh, I would’ve gone to the grocery store. Since tasty cake and little Debbie taste better than this, I will not be back."
